PATENTE|BR 20 2013 002133 0||JOÃO DE DEUS CARDOSO (BR/SP)|FONTE DE ILUMINAÇÃO PARA ESTIMULAR O CICLO CIRCADIANO|MESQUITA RIBEIRO, TAVARES E JUCÁ SERVIÇOS DE PROPRIEDADE INTL. LTDA||||29/01/2013|||||||FONTE DE ILUMINAÇÃO PARA ESTIMULAR O CICLO CIRCADIANO, onde a fonte de iluminação ( F1/F2) pertence ao campo da arquitetura, engenharia e luminotécnica, mais particularmente atua como elemento de iluminação de ambientes com adaptações e arranjos para diferentes períodos do dia, possibilitando a realização de atividades e, simultaneamente, respeitando o ciclo circadiano; a fonte de iluminação compreende uma caixa envoltória (1/20) composta por base superior (1a/20a) de onde projetam-se paredes laterais (1b/20b) para fixação de uma moldura (10/30) e respectivo visor translúcido (9/40); inclui-se, na caixa (1/20), refletor/difusor (3) e aparato antiofuscamento e difusor (8); no interior da caixa (1/20) é disposto arranjo de lâmpadas, assim definido: a) simulação do ciclo noturno: pelo menos uma e preferencialmente quatro lâmpadas LED de 1,2 W na cor âmbar 590 nm (2), com driver (6) ou pelo menos um e preferencialmente quatro LEDs na cor âmbar 590 nm (2/70); todos os LEDs 2200 K, b) Um conjunto de lâmpadas compreendendo:b1) simulação do ciclo diurno: pelo menos uma e preferencialmente duas lâmpadas fluorescentes tubulares (7a) 18 W branca azuladas 1RC95 com reator embutido (5) ou pelo menos uma e preferencialmente duas tiras de LEDs (80) do tipo PCI com nove LEDs cada; b2) simulação dos ciclos em períodos de anoitecer/amanhecer: preferencialmente uma lâmpada fluorescente tubular (7b) 18 W branca avermelhada IRC95 com reator embutido ou pelo menos uma tira de LEDs (90) do tipo PCI com nove LEDs.||JOÃO DE DEUS CARDOSO||A61N 5/06 ;, H05B 37/02|29/03/2016
BR 10 2013 015727 9|2483|07/08/2018|24.10||Em virtude da extinção publicada na RPI 2467 de 17-04-2018 e considerando ausência de manifestação dentro dos prazos legais, informo que cabe ser mantida a extinção da patente e seus certificados, conforme o disposto no artigo 12, da resolução 113/2013.
BR 10 2013 015727 9|2467|17/04/2018|21.6||Referente à 5ª anuidade.
BR 10 2013 015727 9|2318|09/06/2015|16.1||
BR 10 2013 015727 9|2302|18/02/2015|9.1||
BR 10 2013 015727 9|2287|04/11/2014|6.1||
BR 10 2013 015727 9|2283|07/10/2014|27.2||O PEDIDO ESTÁ APTO A PARTICIPAR DO PROGRAMA DE PATENTES VERDES
BR 10 2013 015727 9|2268|24/06/2014|3.2||
BR 10 2013 015727 9|2258|15/04/2014|27.1||
BR 10 2013 015727 9|2252|05/03/2014|2.1||
BR 10 2013 015727 9|2250|18/02/2014|2.10||Número de Protocolo 20130054567 em 21/06/2013 11:39(RJ).
PRIORIDADE|BR 10 2013 015727 9|BRASIL|102012015763-2|26/06/2012
PATENTE|BR 10 2013 015727 9||JOEL LIGIÉRO VARGAS JÚNIOR (BR/SP)|MÉTODO E SISTEMA PARA RECUPERAÇÃO DE RESÍDUOS E LIMPEZA DE UM TANQUE DE ARMAZENAMENTO DE HIDROCARBONETOS|DANNEMANN ,SIEMSEN, BIGLER & IPANEMA MOREIRA||||21/06/2013|||||||MÉTODO E SISTEMA PARA RECUPERAÇÃO DE RESÍDUOS E LIMPEZA DE UM TANQUE DE ARMAZENAMENTO DE HIDROCARBONETOS. A presente invenção refere-se a um método para a recuperação de resíduos e limpeza de tanque de armazenamento de hidrocarbonetos (1), caracterizado pelo fato de possuir as seguintes etapas: a. avaliar a viscosidade de uma borra (9) existente no fundo do tanque (1); quando da presença de hidrocarbonetos pesados, realizar as etapas de: - solubilizar a borra (9) gerando hidrocarboneto solubilizado; - drenar o hidrocarboneto solubilizado do interior do tanque de armazenamento (1); após a drenagem do hidrocarboneto solubilizado ou quando da ausência de hidrocarbonetos pesados na borra, seguir para a etapa b; b. misturar a borra remanescente no interior do tanque (1) com água, por meio de agitação, e manter em repouso até a separação água/hidrocarboneto; c. remover do tanque pelo menos um dentre água e hidrocarboneto remanescentes. Ainda, a presente invenção refere-se a um sistema para a recuperação de residuos e limpeza de um tanque de armazenamento de hidrocarbonetos.||JOEL LIGIÉRO VARGAS JÚNIOR||C10L 10/18 ;, C07B 63/00|24/06/2014
BR 10 2012 003827 7|2416|25/04/2017|8.11||Em virtude do arquivamento publicado na RPI 2401 de 10-01-2017 e considerando ausência de manifestação dentro dos prazos legais, informo que cabe ser mantido o arquivamento do pedido de patente, conforme o disposto no artigo 12, da resolução 113/2013.
BR 10 2012 003827 7|2401|10/01/2017|8.6||Referente à 5ª anuidade.
BR 10 2012 003827 7|2261|06/05/2014|3.8||Referente à RPI 2242 de 24/12/2013, quanto ao item (22).
BR 10 2012 003827 7|2251|25/02/2014|3.8||Referente à RPI 2242 de 24/12/2013 quanto ao item (22).
BR 10 2012 003827 7|2242|24/12/2013|3.8||
BR 10 2012 003827 7|2236|12/11/2013|3.1||
BR 10 2012 003827 7|2218|09/07/2013|2.1||
BR 10 2012 003827 7|2176|18/09/2012|2.5||
BR 10 2012 003827 7|2164|26/06/2012|2.10||Número de Protocolo 20120014533 em 22/02/2012 02:06(RJ).
PATENTE|BR 10 2012 003827 7|||VEÍCULO ECOLÓGICO|ANA CRISTINA ALMEIDA MÜLLER WEGMANN||||22/02/2012||||||(22)|VEÍCULO ECOLÓGICO. Que se constitui basicamente de uma roda dianteira, associada a um guidom, e de uma roda traseira, em relação a qual o usuário posiciona, lateralmente, suas pernas, propiciando, assim, condições mais adequadas para a dirigibilidade do veículo, além de proporcionar um encurtamento na distancia entre os eixos do veículo, o que contribui para torná-lo mais compacto, sendo que esta dita roda traseira se apresenta dotada de carenagem, de fibra de vidro, fibra de carbono, Kevlar ou outro material leve e resistente, e que servirá de apoio para a parte interna dos joelhos e coxas do usuário, ao mesmo tempo em que atua como para-lama, podendo ainda ter configuração adaptada para uso como porta-luvas, além de incorporar alça para transporte, quando fora de uso, é dobrável (foldable) transformando-se em uma espécie de mala com rodinhas. O VEÍCULO ECOLÓGICO, ora proposto, também terá versão com motorização acionada por energia elétrica.|Jarbas Braga Neto (BR/RJ)|Jarbas Braga Neto||B62M 1/00|12/11/2013
PP 1100073-2|2390|25/10/2016|23.19||Patente extinta em 22/10/2016
PP 1100073-2|2264|27/05/2014|24.5||Referente ao despacho publicado na RPI 2245 de 14/01/2014
PP 1100073-2|2245|14/01/2014|24.8||EXTINÇÃO DEFINITIVA - ART. 78 INCISO IV DA LPI, referente à 16ª, 18ª e 19ª anuidades.
PP 1100073-2|2079|09/11/2010|15.12||Renumerado o pedido de PI1100073-2 para PP1100073-2.
PP 1100073-2|1541|18/07/2000|23.9||
PP 1100073-2|1523|14/03/2000|23.13||
PP 1100073-2|1502|19/10/1999|23.2||
PP 1100073-2|1428|05/05/1998|23.3||
PP 1100073-2|1427|28/04/1998|23.1||Art. 230 § 5º da Lei 9279/96 - Desistência do PI 9200033-9.
PATENTE|PP 1100073-2||Empresa Brasileira de Pesquisa Agropecuária-Embrapa (BR/DF)|COMPOSIÇÃO PARA PREVENÇÃO E TRATAMENTO DE PROBLEMAS DE CASCO DE OVINOS E CAPRINOS E DE OUTROS ANIMAIS DOMÉSTICOS E PROCESSO PARA A SUA PREPARAÇÃO|Eliane Oliveira Fernandes||||22/10/1996|||||||Patente de Invenção: "COMPOSIÇÃO PARA PREVENÇÃO E TRATAMENTO DE PROBLEMAS DE CASCO DE OVINOS E CAPRINOS E DE OUTROS ANIMAIS DOMÉSTICAS E DE PROCESSO PARA A SUA PREPARAÇÃO" .A presente invenção se refere a composição de quimioterápico, de uso tópico, resultante da associação de solução de CuSO~ 4~, C~ 6~H~ 5~OH e HCHO. A composição resultante sofreu avaliação em rebanhos de animais afetados, demonstrando eficiência superior aos similares existentes. De uso tópico na região afetada, tem uma ação, exercendo também função preventiva.||Amaury Apolonio de Oliveira / Pedro Arle Santana Pedreira||A61K 31/05 ;, A61K 31/115 ;, A61K 33/34|05/05/1998
EXCLUIR NODATA
EXCLUIR NODATA
